season_id,season_label,club_name,club_url,matchday,date_raw,date,time,venue,ranking,opponent,result,status,system_of_play,attendance,home_team,away_team,home_score,away_score
2026,2026/2027,Deportivo Toluca,https://www.transfermarkt.com/deportivo-toluca/spielplan/verein/1804/saison_id/2026,4,Sun 16/08/2026,2026-08-16T00:00:00,1:00 AM,A,nan,Atlante,-:-,SCHEDULED,,,Atlante,Deportivo Toluca,,
2026,2026/2027,Deportivo Toluca,https://www.transfermarkt.com/deportivo-toluca/spielplan/verein/1804/saison_id/2026,5,Sun 23/08/2026,2026-08-23T00:00:00,1:00 AM,A,nan,Querétaro FC,-:-,SCHEDULED,,,Querétaro FC,Deportivo Toluca,,
2026,2026/2027,Deportivo Toluca,https://www.transfermarkt.com/deportivo-toluca/spielplan/verein/1804/saison_id/2026,6,Mon 31/08/2026,2026-08-31T00:00:00,2:00 AM,H,nan,FC Juárez,-:-,SCHEDULED,,,Deportivo Toluca,FC Juárez,,
2026,2026/2027,Deportivo Toluca,https://www.transfermarkt.com/deportivo-toluca/spielplan/verein/1804/saison_id/2026,7,Sat 05/09/2026,2026-09-05T00:00:00,3:00 AM,A,nan,Puebla FC,-:-,SCHEDULED,,,Puebla FC,Deportivo Toluca,,
2026,2026/2027,Deportivo Toluca,https://www.transfermarkt.com/deportivo-toluca/spielplan/verein/1804/saison_id/2026,8,Sun 13/09/2026,2026-09-13T00:00:00,Unknown,H,nan,Atlas,-:-,SCHEDULED,,,Deportivo Toluca,Atlas,,
2026,2026/2027,Deportivo Toluca,https://www.transfermarkt.com/deportivo-toluca/spielplan/verein/1804/saison_id/2026,9,Mon 21/09/2026,2026-09-21T00:00:00,2:00 AM,H,nan,Santos Laguna,-:-,SCHEDULED,,,Deportivo Toluca,Santos Laguna,,
2026,2026/2027,FC Juárez,https://www.transfermarkt.com/fc-juarez/spielplan/verein/49283/saison_id/2026,1,Sat 18/07/2026,2026-07-18T00:00:00,5:00 AM,H,(18.),Puebla FC,0:1,FINISHED,4-1-4-1,7.004,FC Juárez,Puebla FC,0.0,1.0
2026,2026/2027,FC Juárez,https://www.transfermarkt.com/fc-juarez/spielplan/verein/49283/saison_id/2026,2,Sun 26/07/2026,2026-07-26T00:00:00,1:07 AM,A,(14.),Chivas,1:0,FINISHED,,,Chivas,FC Juárez,0.0,1.0
2026,2026/2027,FC Juárez,https://www.transfermarkt.com/fc-juarez/spielplan/verein/49283/saison_id/2026,3,Sat 01/08/2026,2026-08-01T00:00:00,5:00 AM,H,(18.),UNAM Pumas,-:-,SCHEDULED,,,FC Juárez,UNAM Pumas,,
2026,2026/2027,FC Juárez,https://www.transfermarkt.com/fc-juarez/spielplan/verein/49283/saison_id/2026,4,Sun 16/08/2026,2026-08-16T00:00:00,3:00 AM,A,nan,Monterrey,-:-,SCHEDULED,,,Monterrey,FC Juárez,,
2026,2026/2027,FC Juárez,https://www.transfermarkt.com/fc-juarez/spielplan/verein/49283/saison_id/2026,5,Sat 22/08/2026,2026-08-22T00:00:00,5:00 AM,H,nan,América,-:-,SCHEDULED,,,FC Juárez,América,,
2026,2026/2027,FC Juárez,https://www.transfermarkt.com/fc-juarez/spielplan/verein/49283/saison_id/2026,6,Mon 31/08/2026,2026-08-31T00:00:00,2:00 AM,A,nan,Toluca,-:-,SCHEDULED,,,Toluca,FC Juárez,,
2026,2026/2027,FC Juárez,https://www.transfermarkt.com/fc-juarez/spielplan/verein/49283/saison_id/2026,7,Sat 05/09/2026,2026-09-05T00:00:00,5:00 AM,H,nan,Pachuca,-:-,SCHEDULED,,,FC Juárez,Pachuca,,
2026,2026/2027,FC Juárez,https://www.transfermarkt.com/fc-juarez/spielplan/verein/49283/saison_id/2026,8,Mon 14/09/2026,2026-09-14T00:00:00,2:00 AM,A,nan,Santos Laguna,-:-,SCHEDULED,,,Santos Laguna,FC Juárez,,
2026,2026/2027,FC Juárez,https://www.transfermarkt.com/fc-juarez/spielplan/verein/49283/saison_id/2026,9,Sat 19/09/2026,2026-09-19T00:00:00,5:00 AM,H,nan,Tigres UANL,-:-,SCHEDULED,,,FC Juárez,Tigres UANL,,
2026,2026/2027,Puebla FC,https://www.transfermarkt.com/puebla-fc/spielplan/verein/5662/saison_id/2026,1,Sat 18/07/2026,2026-07-18T00:00:00,5:00 AM,A,(9.),FC Juárez,0:1,FINISHED,4-3-3 Attacking,7.004,FC Juárez,Puebla FC,1.0,0.0
2026,2026/2027,Puebla FC,https://www.transfermarkt.com/puebla-fc/spielplan/verein/5662/saison_id/2026,2,Wed 22/07/2026,2026-07-22T00:00:00,3:00 AM,A,(9.),CD Cruz Azul,2:1,FINISHED,4-3-3 Attacking,33.185,CD Cruz Azul,Puebla FC,1.0,2.0
2026,2026/2027,Puebla FC,https://www.transfermarkt.com/puebla-fc/spielplan/verein/5662/saison_id/2026,3,Sat 01/08/2026,2026-08-01T00:00:00,3:00 AM,H,(9.),Chivas,-:-,SCHEDULED,,,Puebla FC,Chivas,,
2026,2026/2027,Puebla FC,https://www.transfermarkt.com/puebla-fc/spielplan/verein/5662/saison_id/2026,4,Tue 18/08/2026,2026-08-18T00:00:00,5:00 AM,A,nan,Pachuca,-:-,SCHEDULED,,,Pachuca,Puebla FC,,
2026,2026/2027,Puebla FC,https://www.transfermarkt.com/puebla-fc/spielplan/verein/5662/saison_id/2026,5,Sun 23/08/2026,2026-08-23T00:00:00,3:00 AM,H,nan,Santos Laguna,-:-,SCHEDULED,,,Puebla FC,Santos Laguna,,
2026,2026/2027,Puebla FC,https://www.transfermarkt.com/puebla-fc/spielplan/verein/5662/saison_id/2026,6,Sun 30/08/2026,2026-08-30T00:00:00,3:00 AM,A,nan,América,-:-,SCHEDULED,,,América,Puebla FC,,
2026,2026/2027,Puebla FC,https://www.transfermarkt.com/puebla-fc/spielplan/verein/5662/saison_id/2026,7,Sat 05/09/2026,2026-09-05T00:00:00,3:00 AM,H,nan,Toluca,-:-,SCHEDULED,,,Puebla FC,Toluca,,
2026,2026/2027,Puebla FC,https://www.transfermarkt.com/puebla-fc/spielplan/verein/5662/saison_id/2026,8,Sat 12/09/2026,2026-09-12T00:00:00,3:00 AM,A,nan,Necaxa,-:-,SCHEDULED,,,Necaxa,Puebla FC,,
2026,2026/2027,Puebla FC,https://www.transfermarkt.com/puebla-fc/spielplan/verein/5662/saison_id/2026,9,Sat 19/09/2026,2026-09-19T00:00:00,3:00 AM,H,nan,Atlante,-:-,SCHEDULED,,,Puebla FC,Atlante,,
2026,2026/2027,Querétaro FC,https://www.transfermarkt.com/queretaro-fc/spielplan/verein/4961/saison_id/2026,1,Sun 19/07/2026,2026-07-19T00:00:00,5:10 AM,H,(10.),América,0:1,FINISHED,4-4-2,30.229,Querétaro FC,América,0.0,1.0
2026,2026/2027,Querétaro FC,https://www.transfermarkt.com/queretaro-fc/spielplan/verein/4961/saison_id/2026,2,Mon 27/07/2026,2026-07-27T00:00:00,3:06 AM,A,(15.),Pachuca,1:2,FINISHED,,,Pachuca,Querétaro FC,2.0,1.0
2026,2026/2027,Querétaro FC,https://www.transfermarkt.com/queretaro-fc/spielplan/verein/4961/saison_id/2026,3,Sun 02/08/2026,2026-08-02T00:00:00,1:00 AM,H,nan,Tigres UANL,-:-,SCHEDULED,,,Querétaro FC,Tigres UANL,,
2026,2026/2027,Querétaro FC,https://www.transfermarkt.com/queretaro-fc/spielplan/verein/4961/saison_id/2026,4,Sun 16/08/2026,2026-08-16T00:00:00,8:00 PM,A,nan,UNAM Pumas,-:-,SCHEDULED,,,UNAM Pumas,Querétaro FC,,
2026,2026/2027,Querétaro FC,https://www.transfermarkt.com/queretaro-fc/spielplan/verein/4961/saison_id/2026,5,Sun 23/08/2026,2026-08-23T00:00:00,1:00 AM,H,nan,Toluca,-:-,SCHEDULED,,,Querétaro FC,Toluca,,
2026,2026/2027,Querétaro FC,https://www.transfermarkt.com/queretaro-fc/spielplan/verein/4961/saison_id/2026,6,Sun 30/08/2026,2026-08-30T00:00:00,1:00 AM,A,nan,Atlas,-:-,SCHEDULED,,,Atlas,Querétaro FC,,
2026,2026/2027,Querétaro FC,https://www.transfermarkt.com/queretaro-fc/spielplan/verein/4961/saison_id/2026,7,Sun 06/09/2026,2026-09-06T00:00:00,1:00 AM,H,nan,Monterrey,-:-,SCHEDULED,,,Querétaro FC,Monterrey,,
2026,2026/2027,Querétaro FC,https://www.transfermarkt.com/queretaro-fc/spielplan/verein/4961/saison_id/2026,8,Sat 12/09/2026,2026-09-12T00:00:00,5:00 AM,A,nan,Club Tijuana,-:-,SCHEDULED,,,Club Tijuana,Querétaro FC,,
2026,2026/2027,Querétaro FC,https://www.transfermarkt.com/queretaro-fc/spielplan/verein/4961/saison_id/2026,9,Mon 21/09/2026,2026-09-21T00:00:00,4:00 AM,H,nan,León,-:-,SCHEDULED,,,Querétaro FC,León,,
2026,2026/2027,Santos Laguna,https://www.transfermarkt.com/santos-laguna/spielplan/verein/1403/saison_id/2026,1,Sun 19/07/2026,2026-07-19T00:00:00,3:05 AM,A,(17.),Monterrey,3:2,FINISHED,4-2-3-1,47.872,Monterrey,Santos Laguna,2.0,3.0
2026,2026/2027,Santos Laguna,https://www.transfermarkt.com/santos-laguna/spielplan/verein/1403/saison_id/2026,2,Sun 26/07/2026,2026-07-26T00:00:00,5:00 AM,H,(12.),Atlas,0:1,FINISHED,,,Santos Laguna,Atlas,0.0,1.0
2026,2026/2027,Santos Laguna,https://www.transfermarkt.com/santos-laguna/spielplan/verein/1403/saison_id/2026,3,Mon 03/08/2026,2026-08-03T00:00:00,1:00 AM,A,(17.),América,-:-,SCHEDULED,,,América,Santos Laguna,,
2026,2026/2027,Santos Laguna,https://www.transfermarkt.com/santos-laguna/spielplan/verein/1403/saison_id/2026,4,Mon 17/08/2026,2026-08-17T00:00:00,3:00 AM,H,nan,Chivas,-:-,SCHEDULED,,,Santos Laguna,Chivas,,
2026,2026/2027,Santos Laguna,https://www.transfermarkt.com/santos-laguna/spielplan/verein/1403/saison_id/2026,5,Sun 23/08/2026,2026-08-23T00:00:00,3:00 AM,A,nan,Puebla FC,-:-,SCHEDULED,,,Puebla FC,Santos Laguna,,
2026,2026/2027,Santos Laguna,https://www.transfermarkt.com/santos-laguna/spielplan/verein/1403/saison_id/2026,6,Sun 30/08/2026,2026-08-30T00:00:00,5:00 AM,H,nan,Tigres UANL,-:-,SCHEDULED,,,Santos Laguna,Tigres UANL,,
2026,2026/2027,Santos Laguna,https://www.transfermarkt.com/santos-laguna/spielplan/verein/1403/saison_id/2026,7,Mon 07/09/2026,2026-09-07T00:00:00,4:00 AM,A,nan,CD Cruz Azul,-:-,SCHEDULED,,,CD Cruz Azul,Santos Laguna,,
2026,2026/2027,Santos Laguna,https://www.transfermarkt.com/santos-laguna/spielplan/verein/1403/saison_id/2026,8,Mon 14/09/2026,2026-09-14T00:00:00,2:00 AM,H,nan,FC Juárez,-:-,SCHEDULED,,,Santos Laguna,FC Juárez,,
2026,2026/2027,Santos Laguna,https://www.transfermarkt.com/santos-laguna/spielplan/verein/1403/saison_id/2026,9,Mon 21/09/2026,2026-09-21T00:00:00,2:00 AM,A,nan,Toluca,-:-,SCHEDULED,,,Toluca,Santos Laguna,,
2026,2026/2027,Tigres UANL,https://www.transfermarkt.com/tigres-uanl/spielplan/verein/7055/saison_id/2026,1,Fri 17/07/2026,2026-07-17T00:00:00,5:10 AM,A,(15.),Club Tijuana,3:1,FINISHED,4-2-3-1,25.333,Club Tijuana,Tigres UANL,1.0,3.0
2026,2026/2027,Tigres UANL,https://www.transfermarkt.com/tigres-uanl/spielplan/verein/7055/saison_id/2026,2,Sun 26/07/2026,2026-07-26T00:00:00,5:00 AM,H,(16.),San Luis,2:2,FINISHED,,,Tigres UANL,San Luis,2.0,2.0
2026,2026/2027,Tigres UANL,https://www.transfermarkt.com/tigres-uanl/spielplan/verein/7055/saison_id/2026,3,Sun 02/08/2026,2026-08-02T00:00:00,1:00 AM,A,(15.),Querétaro FC,-:-,SCHEDULED,,,Querétaro FC,Tigres UANL,,
2026,2026/2027,Tigres UANL,https://www.transfermarkt.com/tigres-uanl/spielplan/verein/7055/saison_id/2026,4,Sun 16/08/2026,2026-08-16T00:00:00,5:00 AM,A,nan,Atlas,-:-,SCHEDULED,,,Atlas,Tigres UANL,,
2026,2026/2027,Tigres UANL,https://www.transfermarkt.com/tigres-uanl/spielplan/verein/7055/saison_id/2026,5,Sat 22/08/2026,2026-08-22T00:00:00,3:00 AM,H,nan,Atlante,-:-,SCHEDULED,,,Tigres UANL,Atlante,,
2026,2026/2027,Tigres UANL,https://www.transfermarkt.com/tigres-uanl/spielplan/verein/7055/saison_id/2026,6,Sun 30/08/2026,2026-08-30T00:00:00,5:00 AM,A,nan,Santos Laguna,-:-,SCHEDULED,,,Santos Laguna,Tigres UANL,,
2026,2026/2027,Tigres UANL,https://www.transfermarkt.com/tigres-uanl/spielplan/verein/7055/saison_id/2026,7,Sun 06/09/2026,2026-09-06T00:00:00,3:00 AM,H,nan,Necaxa,-:-,SCHEDULED,,,Tigres UANL,Necaxa,,
2026,2026/2027,Tigres UANL,https://www.transfermarkt.com/tigres-uanl/spielplan/verein/7055/saison_id/2026,8,Mon 14/09/2026,2026-09-14T00:00:00,4:00 AM,A,nan,Monterrey,-:-,SCHEDULED,,,Monterrey,Tigres UANL,,
2026,2026/2027,Tigres UANL,https://www.transfermarkt.com/tigres-uanl/spielplan/verein/7055/saison_id/2026,9,Sat 19/09/2026,2026-09-19T00:00:00,5:00 AM,A,nan,FC Juárez,-:-,SCHEDULED,,,FC Juárez,Tigres UANL,,
2026,2026/2027,UNAM Pumas,https://www.transfermarkt.com/unam-pumas/spielplan/verein/7633/saison_id/2026,1,Sun 19/07/2026,2026-07-19T00:00:00,1:00 AM,H,(12.),Pachuca,0:3,FINISHED,4-2-3-1,15.021,UNAM Pumas,Pachuca,0.0,3.0
2026,2026/2027,UNAM Pumas,https://www.transfermarkt.com/unam-pumas/spielplan/verein/7633/saison_id/2026,2,Wed 22/07/2026,2026-07-22T00:00:00,5:05 AM,A,(18.),Toluca,1:2,FINISHED,4-1-4-1,27.273,Toluca,UNAM Pumas,2.0,1.0
2026,2026/2027,UNAM Pumas,https://www.transfermarkt.com/unam-pumas/spielplan/verein/7633/saison_id/2026,3,Sat 01/08/2026,2026-08-01T00:00:00,5:00 AM,A,(12.),FC Juárez,-:-,SCHEDULED,,,FC Juárez,UNAM Pumas,,
2026,2026/2027,UNAM Pumas,https://www.transfermarkt.com/unam-pumas/spielplan/verein/7633/saison_id/2026,4,Sun 16/08/2026,2026-08-16T00:00:00,8:00 PM,H,nan,Querétaro FC,-:-,SCHEDULED,,,UNAM Pumas,Querétaro FC,,
2026,2026/2027,UNAM Pumas,https://www.transfermarkt.com/unam-pumas/spielplan/verein/7633/saison_id/2026,5,Mon 24/08/2026,2026-08-24T00:00:00,3:00 AM,H,nan,Necaxa,-:-,SCHEDULED,,,UNAM Pumas,Necaxa,,
2026,2026/2027,UNAM Pumas,https://www.transfermarkt.com/unam-pumas/spielplan/verein/7633/saison_id/2026,6,Sat 29/08/2026,2026-08-29T00:00:00,5:00 AM,A,nan,Club Tijuana,-:-,SCHEDULED,,,Club Tijuana,UNAM Pumas,,
2026,2026/2027,UNAM Pumas,https://www.transfermarkt.com/unam-pumas/spielplan/verein/7633/saison_id/2026,7,Sun 06/09/2026,2026-09-06T00:00:00,8:00 PM,H,nan,León,-:-,SCHEDULED,,,UNAM Pumas,León,,
2026,2026/2027,UNAM Pumas,https://www.transfermarkt.com/unam-pumas/spielplan/verein/7633/saison_id/2026,8,Mon 14/09/2026,2026-09-14T00:00:00,2:00 AM,A,nan,Chivas,-:-,SCHEDULED,,,Chivas,UNAM Pumas,,
2026,2026/2027,UNAM Pumas,https://www.transfermarkt.com/unam-pumas/spielplan/verein/7633/saison_id/2026,9,Sun 20/09/2026,2026-09-20T00:00:00,1:00 AM,A,nan,Atlas,-:-,SCHEDULED,,,Atlas,UNAM Pumas,,
